 MASS_RT,2,5,8,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,42,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,67,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C49A, C50B, C53A, C54A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A
241.2406_23.34,92451,58209,47494,30207,41550,38833,45321,51085,24807,34498,71494,37652,82833,45910,50819,42613,47358,27637,50566,24668,43339,47967,60169,31182,37125,28216,21015,20118,27450,44469,20007,23897,43294,8438,18504,20433,14756,25496,20627,40843,40374,48304,23871,76450,43358,56964,51416,27826,9822,22934,35578,80061,54523,60202,39408,43303,63697,10924,17608,44346,34989,39425,6212,38021,13069,8426,19345,24753,32950,26433,27955,24376,33959,39714,37607,38529,28606,60213
241.2407_23.62,68819,43730,40575,23014,35436,24440,37480,42155,18602,26803,52376,28807,43195,19156,39115,31243,40580,28869,40079,10204,28132,40250,48172,24300,38693,23068,18635,12913,21560,36639,15018,19711,37761,5190,11095,14258,11718,20055,15355,33112,23511,36663,16811,63111,26307,39808,35137,15732,7186,13502,24059,59032,40519,35839,26663,38440,45682,7045,12002,30549,23960,23902,3218,26286,6946,4952,15332,18471,21829,18677,17342,16260,23155,31784,26053,25252,20397,45207
241.2407_24.26,74012,45198,42250,24930,34467,30330,36197,44105,21400,29563,59473,29648,41521,22170,44774,30820,36628,31116,42582,9999,29081,43673,49763,25953,29877,22919,21228,15448,20525,39170,14204,19433,35626,6534,14793,14247,11955,20897,16547,33790,27304,39227,19317,59954,30663,47902,42660,18952,8918,18018,27170,65907,43136,42793,28135,36231,49535,9318,14104,35145,26444,31055,4703,30497,9384,6667,16275,18282,24327,20347,18162,16988,25353,32350,31634,30193,22093,46892
243.1829_6.09,24667,41362,16034,23776,20789,22092,36095,35024,13925,20510,57976,31332,19085,37155,59476,28693,61814,25335,33207,8495,15867,39526,34593,26675,36195,57312,22221,35101,52361,68079,14139,43847,43852,8713,25603,23770,30579,26933,26393,131789,47201,53211,32105,18566,27189,41083,14169,25313,8057,34423,36608,42555,61286,32792,46368,47611,71992,29940,22119,58221,41101,23027,4428,38270,26843,7929,27384,47971,38094,31964,54772,24736,26348,26548,26595,91778,36093,32482
243.1837_29.74,106886,239935,85376,92378,73014,100060,91854,134273,66076,104316,189906,122145,57501,160546,138063,131388,282222,101145,147984,19993,51677,173341,95804,84938,124926,231512,70909,113206,177946,284469,71256,75764,133539,35286,109067,111442,113456,102327,113005,139728,137286,284258,92073,114236,110281,99138,89369,107077,41842,221849,182852,59477,153708,141092,220409,138430,218945,137082,104411,105833,156767,92982,17504,155987,90274,27989,96360,201947,193456,162543,239207,111427,111227,58301,109594,374052,119399,93053
243.1839_30.46,85878,188828,62014,71009,61527,74468,72330,99795,54189,76766,169515,93902,57277,123000,130092,100284,225706,79588,114018,18012,46113,132436,87393,78147,121317,174835,55462,93880,137636,216414,46622,89583,120571,27161,79070,77713,80743,79435,87818,143219,113992,211029,79131,92166,86292,105767,67197,77419,33651,155695,144982,52797,140477,99820,157387,114231,184751,103451,77882,163652,120091,86733,18464,122682,74335,22149,77802,152777,145947,122498,188865,83175,88576,63511,81793,307323,105171,75251
244.0725_10.05,68155,81551,76059,71843,74180,52568,63089,70465,38864,40135,110804,94209,41171,56995,63242,57764,71384,72806,111683,16603,97493,97517,35408,81230,69551,73504,42798,38398,58418,41287,52567,58097,31730,26564,91078,51600,93843,41849,53026,60299,61962,43134,40360,85277,29047,51829,104073,58568,29477,113053,79472,74315,96834,81183,63389,54611,81180,51491,54136,109339,134340,91427,16434,77518,47816,20178,60626,91743,51874,154263,42767,77340,29408,56013,76379,97394,51213,34932
246.1367_0.95,19603,81762,64795,23963,117694,86215,44446,85471,254464,57619,76585,70220,104130,13095,12480,68660,11265,33692,6511,24323,20851,5065,39606,60951,28167,133823,71236,97825,60358,16765,119216,7100,44518,6859,240022,176419,61760,24601,133620,112167,40663,66310,42395,62244,127567,105168,95763,20036,19671,68472,89937,13770,14624,16227,128926,134640,38690,3890,16542,56132,48449,21770,9921,40842,11243,5058,20166,16827,63201,129538,84785,110707,73019,32629,42411,91800,96745,29740
246.1377_0.72,2385,9026,8929,23168,9411,15175,6071,8617,29071,8442,8635,9178,12122,1575,1648,12956,15970,3644,7437,2590,3596,11691,8818,8975,4012,14396,9900,11520,6585,2099,16927,13510,4545,7934,38929,21746,9015,15685,14009,7818,2439,7727,2317,8434,11908,14142,11267,8112,11091,9905,11091,1587,6880,10976,14306,14748,5257,11091,10983,6273,7048,2662,11091,6665,6191,11091,8396,7467,7920,14618,7344,14324,11729,5811,4342,9339,13078,3599
249.0798_27.37,27407,28625,25596,22891,22908,24927,23757,20891,23649,30940,38648,32868,23499,23539,34457,24839,20501,23913,22517,23882,23446,37413,23374,21465,23432,22839,27229,21078,20976,23841,36999,24267,21248,23587,31402,28090,23371,28258,37284,23011,24510,21944,23836,21509,18728,20196,28038,18275,22064,21989,37585,22124,23456,19672,28820,21471,24430,22665,37840,19062,25270,22669,39937,23085,23084,27570,22236,22990,22975,23477,20648,24195,24545,21946,24247,23568,33557,22327
250.1216_11.88,25922,38382,8762,15112,26499,18419,14270,69287,36064,22014,25503,25655,76561,12565,17335,20708,17312,27042,53903,6198,12088,29005,26639,26376,34885,15462,44578,16483,21017,30683,21217,18560,26293,11178,10718,29373,9220,36791,26514,21301,34432,27950,26964,20640,11468,42760,18790,18270,4489,27691,24721,14895,30267,22551,12254,22069,32147,9669,12232,26491,18239,12956,10754,19122,41711,8489,15791,20679,19853,30966,15402,29251,24762,21953,22703,21104,20054,44109
253.2405_23.62,89794,47180,44188,30466,31042,40902,31753,37662,25823,40391,60361,37322,34031,24455,43223,30955,29005,39450,44274,15144,12586,43347,38727,23734,26230,26712,24233,13114,25310,45331,12144,17354,27078,7742,14996,12892,9438,20158,17094,27701,30988,29683,19172,70513,25396,41092,52102,18169,9825,21618,32773,66685,46393,35631,31268,45216,50265,10071,11983,22086,32905,27201,4391,39535,5964,10239,15123,18857,29324,19561,15919,22244,23673,33633,28316,31946,23521,38357
253.2408_22.89,1255257,397466,476435,271203,339796,279642,276724,398735,204049,366835,505229,364897,417080,236528,317406,309973,331363,465644,655101,157441,234512,354710,425468,215547,259304,318393,256546,129725,288916,534546,89683,118787,308353,53344,109187,86591,61810,135488,147076,340785,254096,420661,139189,966169,260367,483795,367252,173913,75204,165778,306611,928795,535180,422234,216858,544765,765617,62047,98016,304134,395368,188471,25404,417576,34952,78655,113092,158693,250484,180812,96448,177434,204508,288767,324428,306691,208391,495389
254.224_27.04,59195,67914,108473,135911,96337,53775,87887,67759,64703,41907,92659,99630,55022,77036,54372,91596,111772,101256,50770,65741,38638,50260,38653,53011,97712,69693,66140,58720,68140,72133,74669,105516,118409,43645,89063,220546,43431,37243,90696,129287,66346,79788,81241,79483,128680,56862,63814,45737,31433,40376,68553,38875,144698,83341,118878,101290,94665,64973,64828,206727,219374,52724,47257,33747,56804,27467,146543,94814,154427,78532,107269,142848,99022,66308,81910,88705,73402,112491
255.2563_26.77,1224286,973543,850939,552874,628151,639398,741659,777734,536892,630125,1096670,686986,824240,542918,875647,596106,702111,566896,697335,309247,496349,729122,836860,528826,648342,478427,477291,392978,453543,715712,429030,432208,688972,249872,426002,384336,333141,515743,512645,680110,524643,702806,459225,969958,633946,809214,922515,474269,279486,425703,615145,1003857,866729,783817,577332,661927,913953,326254,428810,680489,588195,623767,275866,610971,270407,262868,421908,425984,631469,446409,425273,467492,500883,672724,610276,773115,583864,800814
255.2564_26.12,42239,30093,28908,23670,18702,18172,24616,27091,15251,19518,37252,19507,20675,17870,29586,18190,25226,18748,23128,8179,12178,23379,33200,17568,17428,21590,14679,10402,12676,23898,10815,12518,23863,7157,10388,15077,7844,23607,12924,24190,16171,35681,22850,37369,21462,26056,29610,11846,18698,21047,20791,38124,25784,29927,21781,25063,33137,11370,15480,34690,28083,30266,9307,20552,15332,17715,12872,24358,25153,15764,23113,22281,18406,24123,18630,21882,18706,31322
256.2407_30.71,414671,334103,516979,492614,422828,302141,416266,403268,348651,250132,341119,373145,340953,440413,281434,454658,497652,513840,333652,333252,266312,271763,291560,296693,392464,313518,354683,325768,428550,336962,297046,547969,478696,214596,352240,512624,251614,270130,325131,570069,363691,387078,395492,370897,468625,403151,321252,383814,184507,292606,385199,254573,565425,453969,457790,471717,464668,409887,301969,721845,615660,299862,211165,243652,429413,173119,535289,462624,474020,430638,443166,462591,618974,288920,333338,432570,329737,390058
258.1829_34.48,86219,79283,88791,79938,101400,80234,92215,67501,69223,84542,100763,78134,113654,78296,92975,93461,89879,81391,74594,68385,84724,81603,83522,79333,75403,76383,82099,94096,73523,90384,78532,83895,78706,84086,92512,82876,67999,92882,82347,108632,80004,82065,94530,65619,48552,68048,88417,54285,57471,88224,80937,70613,90397,54648,74678,87448,95094,79405,76014,66059,94292,73563,77256,69638,94976,70292,72156,62849,87476,76170,101870,68831,83421,72398,95887,105255,81293,71094
259.1776_1,10663,13181,13488,21262,20035,10851,7126,30400,16906,9314,13319,22635,21130,16485,10359,6149,34658,19411,22769,7801,6486,20351,27212,14066,9857,13627,14133,18909,39294,10230,11969,21632,22074,8659,7722,17130,11221,16097,22289,17581,17676,8538,16861,15610,19397,13974,15365,14057,3454,8511,11501,14122,23725,21405,21366,30886,29174,15185,12584,23906,15556,14215,4956,15248,19321,2227,21373,41539,23374,53379,15612,19763,21890,10640,10911,15218,17717,13371
262.082_7.05,76394,86611,17821,29499,31258,26946,96889,70963,40376,47238,116028,86608,79801,26178,29869,12641,20379,27093,82050,11331,38472,66427,30867,30982,55401,13084,94601,74298,23573,32671,45135,33017,45304,8357,55597,24213,63439,114596,31570,48934,45929,90063,18989,29480,21122,102333,11461,54596,4163,75069,28987,11239,39777,38641,18211,40019,23440,23966,11003,33696,33347,14122,6166,18207,49366,4794,19005,18343,31505,60027,18094,39794,28879,63554,57372,15965,48775,84011
262.2291_25.65,20951,22580,51941,29524,23089,16923,20714,19315,28562,12194,28238,23356,15563,25772,17480,14521,38738,20573,25396,13306,30851,27296,31805,14729,13667,18570,20070,31139,23614,34185,19511,25224,19064,21571,15349,15364,23554,20594,20295,24937,24818,10357,20953,14990,6504,10827,18228,15592,4885,12868,13412,7224,17963,30466,8282,23437,33145,20817,14776,6328,25237,22890,9291,12340,51496,4521,6606,56157,15600,17784,11717,11148,20480,17188,20795,31479,15421,15071
262.2292_24.38,91361,28935,48174,31588,28574,28574,24688,29211,32613,44353,29661,49972,27163,42043,36060,34761,31883,59258,63231,20149,18247,35342,35319,38387,26972,45845,35816,36721,39796,56585,32521,30391,30663,14810,35382,26839,29396,27866,38315,29406,28022,34602,25808,78794,25624,30418,35236,29916,13005,38522,46714,66534,33854,31554,36651,54464,70839,31765,37643,28729,40603,39217,18096,51184,32775,17942,33472,34088,33270,36719,34409,37191,32500,46832,32296,46987,46126,32815
262.2297_28.21,21674,25188,50357,29971,26342,15101,15581,38922,36709,14205,19212,25789,20101,35625,17659,23760,36980,25576,28067,12140,22068,15065,19382,25795,16766,34455,15679,24983,23107,27787,17653,33885,41811,11010,21223,63134,19356,12497,35651,40863,28378,22000,20578,31658,27043,27928,22484,28831,5609,13912,27672,13718,37905,42733,31393,16986,47605,27291,18890,37280,32960,7351,14695,10022,46938,6220,36838,43024,34393,39683,20828,36525,57308,25693,14178,44706,14707,38491
264.1117_1,66070,94129,132194,158852,128481,41703,47262,155551,87581,24636,75771,52062,149779,108596,86481,16220,67535,60210,93340,15618,82215,93803,314891,99182,30802,88216,149493,122131,37101,133096,127609,70655,38393,53213,166201,62331,122872,183297,166669,72814,266509,19306,234049,93246,76885,66960,67812,70129,13867,76593,65015,72815,180191,217024,76670,15649,141441,97452,75404,29705,160451,87877,7907,206104,283323,18515,40075,383222,60924,111283,146995,127667,179460,23508,163368,17029,125271,68522
264.2455_27.59,226154,126436,142271,100575,95527,101959,115049,119589,91368,114111,129158,111226,127964,99985,112179,92266,115384,114164,131272,55235,77741,114724,111689,88997,102315,100479,91504,82503,101015,124311,73505,77208,96461,47451,67539,68822,60788,77094,83428,118109,82663,121003,75699,200110,96223,134922,114815,86401,49650,69941,107126,182201,142445,129422,88076,115495,142295,64952,71895,110585,100645,85893,41077,99170,50258,48299,74190,83734,83120,83784,67738,88480,90674,102497,97022,94986,89322,134189
264.2459_31.19,247011,160598,360038,337847,230368,131605,143625,206597,200751,94608,189987,290413,147754,284619,131889,286682,355779,330234,179177,204668,125960,177626,148705,201643,265709,217441,217256,166662,305490,207856,202113,396611,261529,78603,206633,415052,115289,174211,216905,386201,257399,231807,246580,248844,222765,237880,146570,223856,82227,150570,229338,104602,461413,231404,375379,349237,270605,228745,145106,611005,454439,128157,86388,66638,172560,49756,395256,224058,346369,198634,210568,356063,349994,187089,170697,231882,204960,304451
267.2563_25.27,295299,109328,124916,63790,86350,71048,71742,97685,51366,91437,137768,98104,103044,57747,93562,86158,82254,120290,159779,40556,64548,99691,112315,52585,65909,80859,73112,31614,66111,147239,27620,33106,74111,11197,33400,24540,17859,39181,41527,89533,68091,99057,37345,217439,63643,120801,98114,45654,18467,48209,87133,204390,124958,103749,59181,128384,196735,15859,29950,78728,102231,45858,7300,111864,8634,20319,24751,37923,65677,41585,27183,41488,51419,75417,82833,81606,57000,114261
269.2725_28.28,147050,80040,91107,57785,73259,67289,82927,91364,53698,55589,110874,65119,69290,54438,84655,64400,87140,60339,74335,24656,49338,71792,86011,49720,63192,47790,42747,34968,44853,75722,32428,44267,80187,17545,35843,36248,25844,45188,38138,78099,49964,77784,45991,125903,65114,83312,92552,45626,21352,37645,57425,114557,94134,93148,57239,74270,104319,20590,32143,62653,57721,63939,15199,57387,20406,15732,36806,41484,51604,43352,44669,45148,57504,77536,63029,64649,48284,93384
270.1964_7.21,26726,18699,40023,19211,27499,18846,18705,44480,18519,48016,135141,16857,20045,7028,23286,17066,12749,37834,20505,12000,13473,10540,21876,19345,14377,30868,29987,49871,38413,26025,10845,54516,46058,13209,20055,14398,35415,15293,27060,9738,17149,37496,16325,31116,20129,17888,40279,18874,7947,23783,40232,27035,20075,18691,29542,27058,16034,14196,38889,39321,13230,39580,8756,32119,20238,9385,23266,25170,30897,89225,11575,32552,80591,15066,22046,35257,39332,51175
271.9377_0.58,37453,33137,35234,29134,35026,26564,39004,27287,25594,27556,45628,29403,39671,23585,30663,22795,25375,29850,35769,12969,31356,33213,34367,34378,34812,32737,33464,31975,37299,31704,38768,42904,41896,15592,33555,21527,29575,40069,34188,25651,30467,40589,30946,25337,31506,37365,34527,25818,14868,29278,26456,34464,37182,31048,25046,36242,35489,21889,25130,30351,33406,25983,19286,34527,37216,12699,40910,38423,32052,35399,28836,35413,38493,37470,35657,38135,34420,44244
274.2498_23.94,34198,24170,34561,26165,33854,29292,35864,31974,34346,35883,35912,26165,25323,34264,36523,25039,34359,34958,33059,25860,22396,32000,21578,25524,32870,33416,26145,30789,34632,31317,27012,34820,25850,29635,29788,28240,23554,33871,37919,36159,35061,32144,26861,33637,24790,34326,36490,22250,31141,36541,34452,31006,35106,32429,34954,33856,28048,35183,34293,24361,34313,30757,33004,34521,36639,32499,33983,32285,36230,35652,35994,32821,34062,36165,35197,36953,35676,36091
278.0781_1.07,30587,34056,24444,10159,21145,16379,26568,35944,19160,41926,51268,68087,47228,26131,19152,8930,24066,28053,64519,5320,31579,51255,40177,25664,22097,16307,34608,52087,39215,32143,25950,45562,30823,5660,34698,29765,60321,57609,18106,32143,31577,66652,14015,24869,28502,124620,11616,36537,3961,34221,19342,11183,42520,24197,29739,22413,18862,14587,18898,16955,17683,4302,1991,18233,12543,3837,21158,6013,38294,54008,8231,100417,33681,16357,44415,22526,20803,66190
278.1502_34.43,120401,117384,112179,126266,125187,109084,132083,89707,102327,113410,131779,97098,160259,104007,116745,106016,122875,126406,114338,85539,143331,94814,118654,101317,98388,96859,104579,141172,116955,142025,116876,100724,114782,112127,131748,122354,109223,145011,97988,145150,142087,111482,144295,105174,78533,110908,132101,88471,103913,137268,117638,104653,117409,85169,120092,100215,126682,123124,114346,100763,122721,88991,95452,105553,141697,89276,95450,95240,117616,86883,159325,104696,132697,94740,108223,151297,112732,114283
278.2199_31.19,30430,41273,31908,20119,28914,28679,22519,41756,21130,35664,25739,24483,117854,33064,29629,18746,27709,17587,27672,13219,47652,13152,47610,29419,25724,51401,22199,30843,21644,33212,23158,33127,66468,21691,22947,41628,23632,22533,30646,27973,43620,42055,17260,19423,28140,38267,28142,22675,7777,22959,21857,30199,31512,36937,33569,19720,53345,20513,24800,22348,17184,19575,15397,53979,37973,14748,27156,21072,24173,47412,22218,26685,34987,25675,21242,40284,22938,60279
278.2243_25.63,37905,36771,65832,48345,38490,25780,25191,60705,61232,26590,32101,44722,24056,50598,31734,38831,71650,47766,27133,15850,16958,40762,15236,39637,22921,35647,16266,29801,36769,30211,36618,56449,47444,8829,37155,73449,39351,28515,44018,46599,40327,35764,45576,41420,31614,40574,31652,31062,12028,24678,56795,20580,80868,41333,44865,37207,58854,37525,34837,47193,63507,14408,26093,16058,92475,10793,54646,33521,60892,47576,24243,50145,123790,27629,22695,40628,28636,37344
279.0849_0.64,6029,7601,10167,13229,22008,13340,10797,12289,9998,8135,8729,5721,19038,16662,11408,12099,22886,9269,7416,12037,17478,5972,13305,8474,15666,6737,10760,30974,17143,9847,8838,14437,18475,6475,9808,8140,17006,7331,8583,11666,14366,17918,16511,5301,15131,14035,6021,14037,5667,13869,3552,6200,18281,21084,4843,12050,13078,5969,6087,10207,16700,13722,15544,10452,16053,5606,11530,8862,11390,12462,19481,12991,17421,12649,13223,17366,8578,12576
279.1497_0.99,3764,6006,6879,8980,5883,2702,2102,8195,8855,1605,3151,3972,7000,5934,7943,1593,3419,3925,5619,2951,3460,7075,10378,5052,2446,4236,6427,13639,2386,4948,7433,5705,3454,3018,14112,4701,2669,14041,15704,5942,18209,1844,16844,4828,6172,3543,6039,3884,1704,4375,5026,5370,8868,7836,4821,5387,4110,5512,6731,2070,2162,4532,4581,7134,9714,4403,5203,13674,2188,6523,8309,5635,9032,2305,6145,1713,11452,4813
279.2548_17.69,31681,34029,26655,23649,30188,34706,32723,41523,18824,23901,54728,18379,33674,16277,39094,28358,39549,18246,18576,6642,20067,26778,30855,23264,26715,15212,17871,10314,14147,20111,10632,12135,23423,6215,10644,10271,5657,13197,11552,30719,28972,31757,15365,26283,31680,39103,38386,19992,8496,13208,16206,25507,39183,39346,23676,21540,21167,7471,9690,35907,18084,20118,4564,18506,5666,4854,9318,14083,26490,14342,13877,13493,14994,17936,24085,13779,11707,41675
279.2553_16.73,77265,76247,56192,46144,64190,56900,61589,87763,37593,39879,97415,42306,54763,32427,77300,51606,70612,36219,40918,14276,34992,54608,63909,42452,52318,35871,45400,23335,33128,46892,26169,29831,48196,11592,22929,24828,16837,29707,27688,52322,50521,63547,31987,48953,52568,71213,77956,40478,14900,30110,34902,55476,85678,58338,42238,41666,51808,13837,18868,51282,32375,39204,8657,44467,12996,10192,19438,31650,48954,31908,24965,31184,36964,38282,45093,32633,31323,73649
279.2555_15.99,85014,80688,55618,46170,66162,61474,71237,85168,41559,41361,90578,46533,56351,38671,91770,46660,76724,41697,44669,13444,35931,70148,61991,43818,60219,40221,47038,31184,36322,51462,30305,31583,56440,11481,23669,27913,18306,30661,32547,65015,60580,71476,34232,57746,53803,73665,89909,50872,17727,36140,36699,59285,72408,74773,57107,48383,56196,15047,21129,62818,37842,46017,8279,50433,15590,13023,22261,37878,68539,37347,40256,32823,46063,41367,54729,46910,34581,85563
279.2556_17.18,107442,99205,78350,60507,82170,77859,88903,128020,50961,53833,135257,55390,77068,45574,105702,72100,102522,57103,64975,17468,34442,85274,80261,60427,61169,56751,62231,34638,48491,68856,28075,37520,72138,15500,25413,30840,20940,36361,35558,66486,72790,87463,39387,88081,62349,104863,106570,51800,21764,36281,44383,86798,112391,92466,60079,65024,76916,16985,25161,76076,51382,50316,10001,62958,17774,15577,26021,37575,78712,47961,38544,44147,53918,50591,64435,51726,37153,101262
279.2562_24.38,877900,277609,393969,263879,302241,291872,235638,276243,260794,422630,299661,470087,285118,344455,280628,324408,258856,549943,671888,211643,286598,343036,344441,268830,272685,421445,396719,303477,365163,613457,264430,269325,296156,124902,286435,232287,257663,276506,339846,301522,265865,288614,251193,732634,215227,271571,266263,272289,100719,353187,432574,662460,293329,271555,319652,530559,792199,243111,293913,235684,459648,229713,108608,504924,241372,145585,273388,270638,348758,276468,229232,329133,272974,394297,322936,479250,376203,299078
280.2406_28.21,264474,316831,654652,405616,356130,209557,193691,537123,514990,184120,208512,327748,237038,486160,190137,334182,516997,345676,387835,170838,276841,194249,282076,343351,205277,438208,207795,314591,310212,408498,238844,433856,545408,147179,257906,794155,271643,147821,437624,550066,419704,270186,298490,407779,355556,339361,293527,387466,71700,189682,359888,161214,520809,558419,400939,238727,666625,363994,239071,491886,471927,101622,176076,135817,707850,77118,474916,586780,487970,537794,284736,530998,779715,351281,173783,624777,193946,514565
281.2706_18.83,17573,22487,11464,16727,29171,29363,33789,13192,13648,14141,36403,15867,16239,16895,55263,24237,17116,9193,9093,6975,9583,11388,20822,14219,30511,11451,7327,12613,8835,12119,16019,17338,7292,12099,10740,13846,10076,13620,14879,13710,28059,23617,19491,9105,30065,11778,40145,21313,10679,16110,15703,11018,16828,26654,29273,11088,13419,10909,13869,16955,9341,22997,10212,11121,11022,7170,8469,18787,23647,15743,21896,12063,25090,17042,7680,15058,12431,31571
281.2711_19.32,31341,46571,16182,21474,59171,52405,59001,28999,25852,25142,77127,23590,32831,20925,95517,43376,43405,5397,4817,5022,11092,27767,44456,28588,46508,6856,7191,12448,7461,11944,20845,19853,33224,4357,10111,17195,7659,12721,13013,31539,57299,47322,27129,5713,49935,31346,65973,15808,7562,19698,18956,11235,27851,49687,53656,9263,6022,2073,9140,60975,3550,38800,3700,9587,7215,1699,5559,19411,31634,8304,21752,10385,34909,16745,1875,12925,13858,74969
281.2712_19.86,19346,36491,12839,13106,34317,33099,43952,22601,16050,18343,56301,13096,28798,14317,50660,27295,32979,18908,1751,19167,26523,19066,31274,17816,28154,2085,4478,5865,6108,6750,10044,14426,24201,26222,6738,7734,2454,8322,7533,17193,34953,39688,14716,14710,31681,26201,37751,9698,5034,9754,12019,5672,26262,34195,29738,4513,21830,6724,5275,35805,1644,24227,7235,5863,2290,7098,3887,13803,19081,7104,11509,6543,21544,9712,13940,8445,7504,51336
281.2717_28.17,1141895,698989,834729,508729,555269,559140,586672,621497,501158,512372,901656,594735,682958,547198,667557,479803,597977,503640,577934,288153,520396,579732,676878,398700,520495,483609,375952,316547,416749,616573,325111,382160,500267,242723,356436,374054,289825,357417,389723,681310,477738,545124,380248,1043150,480030,731439,838544,456125,282561,353350,558812,922332,845187,771160,541100,606030,867073,279963,336512,539664,480961,446418,253777,520100,297673,259886,340505,403740,512319,420413,398080,430882,568109,686830,536065,531283,442087,694351
281.2722_27.59,12651887,6700077,7564728,5410327,5950334,5152562,5830714,6787565,5124839,6112231,7868233,6560988,7392534,5221220,6769988,5276652,6438634,6356615,7797341,2683533,4955511,6375840,6802146,4449744,5525505,5202670,5067802,3781792,4996807,7540523,3589341,3745777,5333405,1847027,3734842,3048199,3039645,3696712,4210748,6624380,5073052,6220631,3827196,10934078,4937243,7452748,7478705,4392265,2033688,4135368,6007448,10609237,8323131,7148477,4896373,7474389,9433061,2971734,3668860,5621820,5890158,4782020,1551517,6004827,2418369,2011114,3322618,3902279,5062447,4118822,3979753,4355818,4718186,6067943,5625687,5453177,4915696,7194870
282.2569_31.18,652925,431805,997003,913825,665613,364185,410371,564831,543125,268855,530245,798514,449865,759356,362259,791502,987680,940635,509486,562786,333919,480558,401519,530729,758190,598554,628831,441319,773433,573171,552937,1093337,666515,205258,566063,1106602,314852,472812,589031,1099166,697921,624147,658219,662446,591684,683394,412055,628363,205569,418659,640586,289952,1261728,635171,1009068,1003456,765770,627513,413356,1727473,1214584,339660,225177,186736,497770,135328,1070927,596717,1028248,557427,621805,968441,940407,498389,468988,664714,542285,838199
283.288_31.44,274458,332477,184593,150971,179447,204463,177563,203891,128164,148522,226666,132751,183755,178055,210875,164270,192049,139490,176740,103156,176897,180701,236448,158960,196785,148356,140944,102731,132678,149514,126827,157503,166761,115176,145531,128721,127685,151602,185541,229123,155288,168310,126390,204283,145546,219906,204379,184616,81175,146249,134533,176215,183010,222583,142018,166899,252188,124902,107835,150645,165534,195387,69076,167759,123346,74270,143223,125511,235994,148566,162729,161238,124434,195616,183201,321341,179104,168883
284.273_34.48,48963,36359,53498,46122,45009,39354,48349,45580,39814,38264,42629,37631,57467,44285,38822,45379,49191,49668,38577,34152,42724,35833,36432,40761,40105,35038,33553,41530,45747,39871,37665,48054,48118,37053,42417,50272,32227,42642,33200,64109,45771,48655,47688,41186,52482,58634,37919,52963,25323,40211,48665,33033,52525,61111,42391,45115,52345,45350,36956,61977,54053,38704,28913,32801,52255,29864,48424,44539,50740,38890,59094,49711,72226,32617,36559,42814,37452,37510
286.2302_27.21,72871,73108,71147,56853,83014,55924,169739,99741,85650,46515,73634,66693,105323,42388,49925,53605,67400,51424,66222,17626,55501,47062,89254,58281,101788,50266,89208,87312,57586,61544,70585,89129,97717,20465,65478,56501,47246,74371,53594,71437,46569,84005,66641,58708,67238,80577,79223,68443,14060,69816,59630,43421,101703,69458,53517,87203,52152,40676,41485,76741,68821,51946,21683,58640,45356,10205,44224,115485,60137,79508,71140,115725,98556,59254,54620,83276,60309,46607
287.2098_1.04,122843,110796,86291,136490,125586,60424,67522,332766,228369,75670,88096,189664,177287,92961,72656,57068,229122,112807,117053,46391,59828,139707,219052,126882,46959,92000,78685,85638,324480,79654,77935,126902,148767,64530,39932,81678,59720,92424,304015,115373,92590,63452,84752,84237,97512,99101,112139,87522,20659,45037,96855,127323,201432,151225,119038,156410,164858,86435,59085,96905,119585,69479,61240,88911,183473,20723,121572,219861,169853,385841,62574,119483,158907,64924,64147,152926,118713,110300
287.2458_14.15,11614,34178,27826,41896,24764,17500,34479,25493,19735,13482,38836,9986,14433,13210,12711,12955,14579,13624,20840,10266,14968,39277,18834,37634,15696,16492,14323,210686,14566,13997,12955,12340,32603,26659,15110,55374,139333,30823,16769,12840,25349,19466,17624,12981,15071,13370,14518,12152,14678,15248,13217,21289,22139,12784,9640,13878,14343,15507,32586,21090,14799,39989,25490,15718,66381,10760,212814,17163,16681,12229,25008,17264,24747,18597,55642,125449,13900,37239
294.2163_18.04,29651,15220,13904,9703,7707,5258,12861,10658,7388,10357,25284,14636,23842,13270,15057,8513,13611,11608,32299,4555,26441,24415,13561,15075,8397,15357,8033,7262,12187,10761,9888,17030,14697,2839,15738,17887,15272,30821,19433,17619,9574,9716,10369,8633,4545,17763,8367,11435,3902,9335,13811,10494,17742,16436,19364,12729,17615,15549,12361,19863,15862,15744,4367,15179,11856,2655,29332,22850,14209,27253,9041,15267,65377,9086,9547,24096,27651,16847
297.2656_21.15,24106,54836,46370,39642,29987,34043,41743,137341,17556,32855,79069,21503,53034,20837,21907,32216,63192,22923,30686,10222,44454,52922,42848,46539,28632,22557,17400,13458,19396,22108,11671,19687,64371,13370,15589,11059,13201,35044,11581,35632,33653,42735,22078,43392,28348,73545,21251,14472,19537,8479,18241,40788,93530,33075,19225,26875,26708,12254,17998,26377,24910,24826,7679,17470,12486,9237,17636,21711,14440,35114,12946,23179,16665,19940,56755,17322,11051,42583
