 MASS_RT,2,5,8,12,15,19,21,23,25,27,28,30,32,33,34,35,36,39,40,42,43,44,46,47,48,49,50,53,54,56,57,60,62,64,65,67,68,70,71, C12A, C15B, C19B, C21B, C23A, C25B, C27A, C28A, C2A, C30B, C32B, C33A, C34B, C35B, C36A, C39A, C40B, C42A, C43A, C44B, C46B, C47A, C48A, C49A, C50B, C53A, C54A, C56B, C57A, C5A, C60A, C62B, C64B, C65A, C67B, C68A, C70A, C71B, C8A
567.3321_17.68,431805,843460,659446,963851,1051541,434787,1462071,1102732,773989,557714,1065462,626015,1369622,696478,623886,532635,961158,819032,824204,375213,729638,758016,881785,488109,777470,491894,953015,1209862,793411,671621,639634,802583,1007761,221501,590271,717937,1126162,761641,473681,712497,853240,1349159,711015,447109,1017614,1183287,450610,723591,137393,651196,415770,273018,1037473,1083889,435180,1201830,531736,314865,354921,678810,576159,734838,142134,566170,576124,96570,585744,867085,603321,834896,892463,859849,932872,687128,942651,631567,640576,917455
568.3033_0.68,1672,7186,9031,11362,9153,5658,11282,10110,9492,3713,7397,8692,5128,5967,2368,5946,6359,8612,4634,6048,17144,8845,6393,8446,5758,9867,5631,40182,6472,8084,3861,5830,14112,7146,7673,13677,29906,13739,1695,4660,7986,5357,6607,4075,6052,5303,2509,7122,5752,5139,1592,4861,6552,6127,6902,6086,6383,5593,10455,6093,6129,13131,5893,9939,16352,5723,40261,4401,4343,5267,11563,5949,6157,6255,12044,25856,5520,11171
569.3477_18.08,8504,14522,21434,22982,20719,12302,35947,21950,15447,10836,20348,12755,27459,15531,16625,11838,21940,12756,11286,6278,12968,17012,16348,7274,18156,9991,17698,26002,8392,9831,13458,15974,20654,3802,11928,17588,18671,10452,10652,21070,19080,23088,19744,9516,22828,30248,9350,16367,2588,16772,12594,10367,27664,17945,10928,18876,11915,7783,7276,17535,18951,17990,2287,10917,13539,2104,16403,18891,12667,17049,16544,15539,16875,13739,17695,13717,17577,18526
569.3481_18.63,43167,71906,78952,103175,109147,46871,164675,105358,70055,49792,96235,55255,134470,62848,71536,55953,99299,54007,47572,36069,42986,85383,73936,33494,91839,41781,77887,144942,42807,46426,66222,73494,97831,18078,49404,73845,101596,56689,48562,102349,97142,114574,94893,35845,103083,146249,40881,72392,14677,74916,53681,44363,130528,86807,47765,89004,59174,30707,33362,82656,88207,81011,13007,58197,63791,12106,71071,83403,62570,82411,75191,76905,80350,63609,79207,73314,81068,93222
569.3492_19.64,11495,17090,22836,35387,49969,8787,41746,21901,11463,9029,22922,13673,29593,11424,12627,18657,45810,15971,9894,12956,20561,14937,19547,13622,20763,19218,22388,18345,34918,12807,15427,35193,18860,7516,16316,22728,16775,17231,11948,28880,10554,17098,30498,10638,23414,16808,35820,12892,4145,11061,12924,20171,31695,24825,8353,32592,19751,3317,8190,31581,14479,26618,9080,12766,12924,4096,29505,20286,17979,16015,31012,28383,22893,18209,18143,37680,16440,7779
569.4487_26.1,25424,27613,25242,27465,23773,31605,22379,23146,25557,60411,26940,31199,28815,31956,26351,28073,26386,29212,29868,21300,15749,36552,29364,27827,27801,30475,31566,56017,35629,34778,32456,30645,28629,27974,36506,30259,51839,37789,83571,22806,23591,20605,32427,21852,24348,19825,27440,22167,23884,24725,30186,26360,23403,24694,27616,32891,28032,24755,25545,16846,19817,32968,24740,24036,31923,24296,62069,33178,25145,23340,23021,68727,37226,39216,30169,44949,45358,30617
569.4492_25.31,131001,138467,135341,135559,122694,127688,141426,133681,133268,145068,145080,129505,121676,136377,142889,131254,132388,114865,121851,111603,103860,125808,134008,137075,135210,131309,125248,123454,116810,123876,130986,124558,130624,138967,134008,119314,131020,127364,137896,113874,115388,121318,117853,125981,116046,115435,129721,124455,114224,116963,141849,135817,132952,118754,119486,119359,109438,118473,125455,118588,105766,120685,125596,130531,115585,137580,124615,135749,123896,122054,116631,126871,135344,121089,107453,120418,126292,134655
571.3649_20.66,13585,16522,30280,38902,56475,15178,48590,19742,15940,9437,25776,14246,25369,15249,16236,20183,39653,14797,11047,15336,30038,19792,20754,14293,31857,21017,24454,30050,22448,14488,22925,33226,36511,6562,15050,32022,29895,17018,17526,40970,22837,17758,37011,12581,35143,22422,31457,21721,2505,13116,12616,21142,33737,29166,14329,21187,29845,6552,12838,39424,25667,34583,13551,23415,14546,3274,31932,27944,22619,30303,31575,26330,22302,20887,21072,42437,24363,12794
573.253_17.66,39290,35225,37061,19814,36051,22850,37598,28118,31210,31113,34407,32204,49606,19619,33707,29099,25151,22787,40443,11357,49697,44364,43056,29882,25430,35374,29867,34265,22270,42513,33999,29474,27554,7644,22891,34018,40257,36004,44392,45239,32689,37234,24388,20409,31879,63375,28602,36319,6026,28608,23657,25679,28724,50104,29233,26431,46453,18605,32774,35362,22379,16806,13893,33277,35869,10417,22981,30596,28149,39941,39304,36829,60933,26663,19481,68063,30702,32454
575.2708_20.17,26022,26401,31033,20211,27867,14558,49632,13929,22103,17352,33938,34438,29708,12771,32715,35402,24542,19368,20838,9076,18762,39288,25727,14462,32479,22905,23393,22684,14623,26230,38218,30147,19042,17817,24129,32630,20415,33368,28585,30359,25679,31615,28957,11475,23156,39622,16829,27254,3204,31770,13694,14028,29639,28665,25271,28689,23204,9259,21498,39717,23981,18789,7876,19065,14647,3079,22557,15771,34035,23026,29964,29489,32051,19497,18019,46251,36877,19434
576.4845_31.26,36039,36680,38119,48558,23170,27032,22578,33302,15208,31723,26829,28616,89166,54978,32977,19840,23891,19645,28543,13003,45776,24405,38614,30785,37980,43544,23414,23775,25562,35535,27556,33209,83682,20552,36451,43109,20552,28438,27177,52857,32280,77965,13876,16123,32000,83081,18845,36045,3710,17218,35133,24774,32322,49495,44456,28745,46067,19566,11523,25497,14771,46923,4971,43542,28035,8576,21185,18236,23941,46440,26185,32983,20554,27319,23831,43896,16303,81262
581.2847_17.74,11472,14044,18921,21007,22515,10494,21967,21519,12383,8306,20889,14360,22000,13499,13051,12017,19125,12401,12721,4365,25429,18090,13614,10897,23773,13144,21309,22785,13614,11235,17790,20638,21992,9407,9290,16765,15462,18951,11251,20430,19630,20711,15775,12949,21258,18996,13500,14513,6250,11983,8664,9725,17585,20293,6091,15783,14908,5632,11820,22742,12809,19450,2090,15264,10976,5539,14976,13442,19732,22579,19893,18037,14525,18167,16379,17890,25528,13272
581.3559_1.01,30610,17819,23896,21690,14935,5582,20251,27207,21119,12072,26124,6213,5912,6019,5979,5135,5694,73213,37467,18204,23594,36731,12717,31047,4250,69214,26257,122561,25777,21554,21294,18731,25419,11147,38989,32740,79971,31001,3912,6926,15767,8983,11821,8601,4652,12529,7792,8155,4621,8546,4830,11453,8509,5212,20128,44678,63946,8561,36548,9602,25082,37729,15038,130474,52121,11162,116888,27519,11715,10282,35176,13285,20164,10673,32263,80163,3087,32182
581.4483_30.63,10706,9343,9425,13749,9155,14736,12748,13446,9779,16919,11643,14754,22343,11830,12418,12492,23560,9844,10560,10427,31641,10228,11750,10315,23449,9592,12014,13191,13782,9101,10794,10322,12003,10854,12498,8705,12287,11609,54369,28406,13955,15829,9890,8111,17225,13025,29727,10024,8170,10177,15667,10290,15336,10794,15150,10691,9225,9255,9806,9908,12369,10488,8007,9684,10959,9143,12185,9269,9556,9920,17535,38738,9075,23556,12788,10675,36174,11463
582.247_13.25,13706,5663,25705,18465,14533,2728,8177,11590,12062,11793,19091,15652,6549,7671,22290,17846,17732,42471,30392,12197,25486,40513,31424,52541,55458,11911,13346,23051,30521,15183,35648,27742,71236,2625,16427,39204,22468,33576,58036,9193,9523,13478,6157,6753,19928,29548,9134,17410,11040,5383,6464,13347,36108,17521,35479,47799,38566,22214,14745,74284,51699,20470,9384,6859,15197,2598,26569,15493,22626,36856,24895,17508,18432,12787,18043,41797,62691,48663
583.4663_28.48,29694,30013,30756,30745,30381,31218,33344,45637,33397,36614,34093,29672,34630,36916,32119,26703,34988,39141,36108,27553,21202,29644,32947,30007,34664,31505,31338,28843,37152,31115,31935,31876,29848,30072,40220,28327,31756,46125,44173,34464,38112,31172,35633,28891,32724,28535,37776,29855,26284,29132,42220,35594,31671,30354,34252,32238,30133,32824,30139,36782,30073,27921,28080,33202,30734,30305,36490,33201,30133,31629,36009,37285,32310,31804,31516,33284,39528,29594
583.4668_27.71,73451,74866,73224,73569,72314,78685,77305,79325,76625,76861,83399,72748,82592,76496,72976,73556,76544,70860,76408,73123,57293,74688,72419,76203,75783,71564,77881,73592,73135,73871,78104,79651,74651,77302,78844,74840,78471,78114,75960,82623,68546,75212,81263,69136,76207,76491,75747,77972,73042,72839,78281,75812,76162,75491,79024,75846,78571,78997,77036,80320,75579,78578,84920,72581,79364,77875,77158,77251,72586,77469,91265,76954,79241,75851,77356,75485,77821,78355
583.4668_27.71,73992,75128,73815,74608,72850,79029,78772,79867,77120,77273,84050,73408,70146,76970,73275,74346,77180,71182,76929,73481,55875,75952,72727,76802,62985,71935,65452,74401,73882,59346,78731,80881,75122,77897,79474,75357,79194,78495,76675,79337,66436,72355,77139,65648,72420,73599,72516,74223,69953,70006,74654,72417,72523,72741,75103,72326,74096,75774,73636,76434,72609,75176,81404,69895,76707,74304,72805,73766,69922,73653,86725,73600,76235,72648,73486,72686,74269,74271
584.2207_18.41,20892,30722,27702,20689,26237,19283,31685,15348,22297,22137,28458,27142,26376,15407,27632,20227,19918,20809,18056,8480,19074,28130,22315,13714,24549,18247,21122,22831,14547,19175,28229,24113,22285,5293,25241,29724,23090,27000,31695,21195,18848,25808,25584,14449,18010,22180,26375,19880,3888,23532,17121,15672,23852,22991,22418,19340,19348,11615,21416,19294,21269,18242,11627,18365,21490,3639,24160,22458,22417,24993,25006,23488,27350,24459,19725,34211,31865,22551
584.2215_19.24,44515,47896,44718,40595,45868,46259,42283,43528,44539,48413,47481,47921,63549,38766,47136,48407,42442,44240,43487,39677,80478,47675,47273,42676,55434,44079,47846,39508,37366,46921,51856,44524,39326,32078,49205,46152,50870,45394,50311,57478,50239,42990,45917,41714,43550,50527,47834,41918,26377,44524,50739,42985,42101,46703,47420,48260,45987,39576,51682,46771,50041,42253,46658,45011,44159,27580,42456,40425,43241,41350,58044,43384,40913,45445,51493,44059,49864,45068
584.2627_14.41,16661,12680,16478,24717,33878,15627,14478,24444,13538,23427,45726,29362,19662,19265,11338,20510,11085,14587,11651,16044,4825,9576,19970,15898,28158,21329,23610,46709,28363,22984,37205,23090,66804,3518,17697,16346,18833,20711,44062,33145,31623,48463,22810,11791,17254,103193,39034,20234,6523,41758,15230,11709,33437,5541,3554,13826,4212,2236,7611,19878,6175,10530,6906,13083,9060,5521,23665,9289,20665,37929,24768,11127,44566,8723,20647,12451,40887,43601
584.2627_15.75,10004,8646,10357,14539,19287,9087,10548,20640,8030,14292,27964,18794,12572,11742,6691,11651,5540,8021,7526,12339,2521,5948,11699,9983,16421,12891,15358,29457,16271,12220,21269,14306,40912,9711,11409,10044,10418,11375,24536,20108,18286,29586,16125,6912,8986,62657,22195,10391,3216,22956,7768,5399,20421,2882,13005,8969,1984,4642,3103,10754,4703,7316,3895,8321,4513,2998,13847,6154,11958,21027,13958,5870,1816,5117,12413,6604,25119,26071
584.2628_6.41,256688,189088,466812,332839,320980,127695,214011,266344,267436,302439,557630,479348,177697,215573,317170,455976,277126,631866,346268,133054,278523,357832,432926,610797,953089,332095,314413,601924,548097,434948,893260,565751,1739450,91510,399260,826696,293992,464779,1294736,286501,337883,413583,203167,197115,339591,981444,375363,306310,61663,274105,212436,235212,531599,214810,419548,460362,376432,200887,231957,1079573,583833,252786,60339,213363,249320,129049,623234,255550,437999,768835,460405,262142,250178,238344,289799,406432,1267156,793263
584.2634_7.43,6738,3455,11950,6661,7554,1602,3869,7135,6281,5510,14255,9277,8159,3980,6275,10157,7116,19892,12625,4246,7116,8009,11269,19156,25661,9361,7855,19086,18672,12985,25000,15382,48757,1955,13575,22838,8705,12521,27001,3173,6176,9849,3452,3780,7291,24197,8038,6882,3533,4462,1926,4928,12661,3681,12839,16038,19412,5022,5511,35925,24212,5653,3312,6758,6697,2199,18907,7443,9581,22817,15751,8064,6966,4356,7141,14239,26371,19710
584.2635_1,169194,138944,433508,303869,376763,130646,173406,244439,181768,273889,464128,418972,231622,215645,272697,185310,254690,618352,378268,112539,143336,325826,446091,558537,384609,212056,352539,530452,458049,434678,758204,586337,1230416,92634,352444,565238,332434,373314,939706,291554,335585,235677,221598,181832,399226,1147853,346590,333298,36239,258026,180156,220174,485662,243330,343747,508711,457221,144055,206025,1185253,576564,249771,44806,183869,247151,95813,575606,242657,384031,647307,488774,294087,216872,252255,304161,326446,987055,542810
584.2635_33.12,109822,76235,113300,138104,163789,98908,112692,138181,93261,132620,211593,139787,141877,115131,88648,149817,36996,92937,70617,13844,61873,55280,118027,107248,190596,126660,133202,225054,144841,141505,176885,145471,285629,30551,109098,102042,113139,109198,187645,210389,140595,249529,127345,70757,83298,351646,185177,97654,45507,190582,103903,68678,200706,42031,35618,100652,42513,29430,48388,108867,58685,77189,14360,75112,55690,51645,108191,44715,115093,187796,193433,76381,35181,61382,121222,87682,165642,221668
589.4188_22.19,212901,67600,65804,64499,66588,68506,69278,63363,66596,73154,67465,70893,72237,68419,71790,65241,67900,167507,225403,100130,122464,70632,64722,69776,69615,602369,245634,63602,580990,847413,809090,229815,66375,201613,682201,64588,68133,69498,104262,68324,66896,67810,66501,152783,64366,153431,76926,132269,63702,65740,74888,141434,71434,64797,68786,178526,174166,87782,68919,62609,267381,67658,69910,560402,65975,282915,70435,186006,89821,164084,69697,85929,589930,74002,67683,68117,76782,67036
590.3527_1.02,40073,17695,20288,11677,7277,4653,17477,20581,12436,15504,28457,2871,10196,4576,4275,42653,5110,81925,40212,19066,13016,24343,7141,24858,2344,75507,27514,76559,27417,22128,22773,20382,19332,5283,39548,27555,44226,26278,3281,4946,10091,8358,8790,6754,4570,17464,9435,7107,1812,7359,3953,11506,8561,5154,25762,52313,72723,6682,28463,5686,27246,28467,8226,150338,33469,11001,84722,30295,10724,9785,20421,14474,18536,9386,21695,85197,9991,32515
594.2498_19.2,93897,118408,133335,119881,140147,118718,141408,107453,120349,107130,126051,124008,167302,108216,127441,135389,125515,105640,109011,78158,166804,122422,129827,101803,148940,105647,124537,131662,101350,119775,134163,129871,133379,51738,122349,113493,126375,128725,120243,149198,120143,143658,141473,89355,133968,150734,120561,142949,44525,117041,100222,89989,131948,155008,93002,128570,120639,79814,103467,132777,131472,116596,77380,106118,122392,43518,121458,116365,115336,123782,170081,127133,126795,122045,118916,158376,128822,127496
594.2499_18.42,25840,41706,45615,37249,46721,34108,51164,29390,37591,31634,41981,40620,49024,30520,41723,40238,38642,30206,33218,15288,38115,38875,37624,25744,44837,28514,36172,43425,24888,34720,45487,45267,44652,10797,40116,37948,36297,43662,42272,39944,33625,44988,47328,21757,37619,42105,38221,41160,7993,35872,25498,24147,44392,47528,27552,35979,33559,19689,29000,37692,38079,33263,17226,33156,38801,8067,37843,36029,37987,43605,51843,42954,44483,38786,34607,60194,46496,41172
594.3521_1.02,31367,6240,15364,11394,2985,4888,7610,16751,6158,10867,16082,3238,14121,6257,5184,40219,4053,81459,33303,18623,6942,16410,8981,21547,3639,73401,27589,52223,24597,18345,19135,21523,13541,6415,31395,13490,20037,13798,9272,3414,9418,7255,14198,6464,3401,13862,6564,6690,10522,5511,4448,9544,7459,5655,18551,51324,60879,11214,33693,12744,24925,16366,2911,152971,19806,8171,51210,38681,7187,16183,13048,10391,28658,8375,11446,30014,2245,22722
594.4888_33.23,85285,86300,127782,87866,56714,74567,77288,72117,33697,81705,95948,75164,331868,103830,106709,48110,93118,48682,86603,27437,119587,60121,130664,94887,82370,138118,66864,53773,81465,82812,77861,127600,148559,56027,82149,81209,66502,86909,107237,105033,91384,199167,49926,62385,52080,198435,88667,67937,5657,66667,101347,97480,112228,62977,122873,63868,122275,58106,49549,100760,40788,68377,13787,121901,94407,23556,80187,35829,96656,115232,69521,68979,88430,65689,85463,113278,66337,219614
599.4624_23.58,34296,31749,33590,37070,36435,38359,38031,34747,39809,43212,44423,34305,40845,33611,36848,35247,42827,39673,36946,27873,32433,37235,40810,34784,35186,42824,39275,38376,48564,38716,39535,38579,35574,41238,41579,35153,41293,42030,42986,41715,43932,41980,40356,42725,36118,50603,37623,35127,34690,31264,40341,42089,39669,37095,39918,36490,33199,36699,35321,33728,39925,44062,37741,42536,45840,41089,43276,34764,38140,39249,39673,42967,44126,41736,38890,34981,45404,37153
600.2575_1,50522,35593,100114,63248,76413,21422,44556,49151,41259,55673,93595,67450,52177,40703,76740,41563,57658,142946,118575,51233,65111,136229,121994,195465,122304,37930,74588,87284,117211,75753,153369,126745,259779,24964,89257,153194,96300,137409,219957,42761,55222,44577,36091,31715,94371,153302,41869,66577,6159,30663,28034,58913,129742,69265,112532,174573,167907,55815,56931,297248,212945,69472,13821,43884,68785,22618,105116,62716,90874,122786,101772,72242,70388,85008,86286,140747,220780,138716
602.2854_20.75,49826,37618,34300,30231,49333,16620,38595,37227,20775,14119,33887,34581,58586,20880,19563,14083,29423,22525,37205,7534,45237,34144,30626,28138,30632,33964,37192,36175,26089,27588,19697,49158,41399,8084,17677,23652,22974,43681,30772,44575,31391,31363,35347,19948,41758,38393,20706,29819,6355,17767,15590,20377,44718,43897,23384,34859,41754,19677,18300,44386,30982,38989,7800,32047,39131,5241,31526,50019,24786,38144,32999,33688,48795,20184,31529,52724,29514,24601
604.1342_18.5,25740,22662,21006,19131,17854,18987,21374,18371,19526,21316,21081,22972,17705,17093,21016,16558,17353,17633,18523,17437,18016,22331,18210,17994,18785,18987,16926,16989,17845,17347,21152,18524,19324,19607,21406,25497,16891,19702,23845,17881,16989,17884,15966,20345,19130,17836,20459,19662,19224,16660,21961,19053,19518,19944,24003,18410,16295,19351,22433,18338,17821,19947,21388,16527,17834,21958,20876,19657,17326,19732,19472,18938,20835,18715,16679,17449,20554,19886
607.3701_1.02,30108,18908,21307,20713,16949,4053,19843,25397,18639,11412,26306,4564,6867,4153,2628,32103,4121,60492,29361,16299,16410,35541,12266,28416,2660,55885,22431,128644,21306,18132,18435,14884,27397,6943,37710,34963,85156,32173,3236,4268,14566,7780,6132,2406,4989,12081,7080,8483,3208,7772,2261,5435,6590,4672,17150,36061,57396,5966,37801,8847,21588,36919,19051,105309,50232,11662,121746,22344,8036,6837,35731,10570,14455,6164,31525,89775,1579,34178
607.4658_31.15,11329,17556,16142,16475,11713,10085,16262,15452,8912,10600,17091,10789,22527,11987,7557,8677,16386,6731,7783,6410,9506,18456,10332,14986,15726,8432,9325,67206,9352,9361,8509,10016,15898,5434,10159,20634,42024,16845,27942,21844,20997,15861,9658,6654,10663,10574,17249,10184,6260,6892,10422,8781,15971,13097,11590,8421,9995,7170,15761,13229,10400,14329,11028,7262,28529,6070,68006,5252,6638,10010,19961,22818,6972,13269,24824,27921,17237,16151
608.2214_17.66,38998,40988,37658,24826,36488,29180,31408,29988,32857,36357,38927,36153,49425,26872,38826,25554,28885,29402,37914,14230,66092,44938,42208,35848,33104,38846,34512,32394,26384,37621,37714,34819,30562,10529,29741,37096,39394,36228,45303,43671,37891,34360,33685,25497,29986,42610,36822,32143,9557,32026,35861,31288,30585,36393,38830,30908,41008,25610,40661,30622,30465,21986,19013,35563,37033,14330,28171,35121,32448,31969,36851,35120,35575,34619,27803,37205,36353,33136
609.4839_34.48,10106,9584,11591,18465,17041,26004,14006,18047,10780,28440,15396,18533,44439,20067,23585,20126,34739,11507,17486,12888,26297,12038,17008,15366,40086,17699,21036,26333,22478,22826,17258,17720,14585,13528,28051,10470,24977,16590,78396,70045,20022,26394,16396,11021,30099,15553,49363,14412,7059,16334,26156,12023,25637,16876,17978,19506,16724,12358,11380,13777,22716,14193,12457,16408,20184,12670,21167,12936,12609,12752,27950,87376,18418,31748,21924,31280,56001,12674
610.2373_20.17,37920,37548,37855,28996,37127,25186,46939,19320,28089,24793,45922,45813,36770,19123,40775,31567,31906,27463,28017,14027,32537,47597,33967,24331,46000,29247,29675,33232,21201,27901,45078,35937,28717,4533,32130,48044,33116,45806,37689,32484,36772,42413,36286,17879,22256,44032,25441,25674,6334,35708,22311,22358,38870,25520,40669,41248,26157,13895,32385,35196,34445,28960,13394,27514,17989,5034,29191,26334,38853,31629,35022,37808,38437,31128,26715,41587,49452,34346
611.8814_0.61,89604,100681,160229,164167,164834,197934,167898,161343,196029,185967,154129,131423,184476,166924,176369,72059,155723,204164,196485,223266,136211,135845,161966,185868,118116,104436,170217,154432,172358,195941,160873,181117,170805,275885,172378,79039,167467,145276,132611,167245,204618,132514,169003,152015,170036,172858,142597,169736,231168,144078,169573,187616,157021,181335,110101,168581,200627,209463,156861,145646,185271,140239,259727,185568,202714,249663,171281,155932,157642,171750,197267,191648,164593,144789,185702,160634,160744,184185
612.2525_23.41,29898,37531,38795,25676,35568,32430,34793,26238,33758,30563,33874,39556,44158,23256,39049,28820,29835,26546,27563,9997,36064,37865,32726,23633,26628,30885,27362,30172,18310,32135,37625,31786,28226,8485,35425,37701,32768,36537,37164,40083,31070,31936,32035,22326,20888,36212,34678,26076,6711,29429,27474,20094,29954,30180,27404,25317,31011,15082,29562,23848,30855,22587,17550,23489,27390,9416,25485,27271,31466,29905,36365,30536,33355,32804,26042,37321,39947,29887
612.3305_0.67,4539,5370,6276,7217,5668,4363,7778,5641,4880,4546,6131,6412,2587,4047,8500,2473,5249,2958,4321,3782,7840,6897,3594,4659,9498,5572,2578,31833,2885,3256,1900,7356,8419,3299,5277,11886,23829,9274,7620,1642,3926,5277,2044,1775,3802,3019,2799,3665,1692,1987,3169,1318,2288,3597,3479,3624,2553,2162,9049,3361,3253,6688,1691,5450,10006,1502,29585,2241,647,3128,7908,0,4764,1233,8500,21196,325,6370
613.3942_28.21,16371,19486,53243,23621,18213,8047,8491,33027,37353,8928,12553,22236,6320,30993,9189,21480,34175,19922,21635,5001,4872,7983,10864,18327,6808,26362,7260,17495,14599,26541,13092,25488,35252,5054,15519,67007,11511,3757,28524,30559,25089,11708,12529,24503,16519,12620,16672,20398,16129,7463,23701,5503,34379,30104,27796,7501,50858,19770,12740,27297,24986,23722,9936,4523,51350,15000,32619,42210,33190,38369,10537,32874,64767,19484,3007,45195,10323,33476
613.4757_25.97,24461,20529,25010,25642,19667,24742,26252,22292,25173,48847,25850,26843,27545,21698,23237,29410,23760,18839,27571,16681,19464,25750,16060,27502,21118,25674,17863,62116,29871,34015,24232,24125,26158,25240,33035,31428,43131,28056,96465,37419,29091,23559,25762,20568,28720,22843,23029,19604,25739,29682,29687,25269,26522,24024,26340,27099,24531,26629,24534,20865,21062,27353,22983,29395,29688,24255,65265,27410,28862,26296,21449,86795,36284,30538,27936,50932,42892,30742
613.4767_25.19,94365,97260,94251,96490,83312,87420,99151,96153,83668,83597,89264,79025,65138,95440,88492,93396,97534,83908,83080,76071,74482,84573,70435,84604,86736,92622,81354,85113,92879,76790,77543,96800,93900,87138,87265,79690,69125,82477,87517,96476,92341,97857,89882,93576,90752,82961,97977,91634,91679,100434,104510,99435,99511,93337,99104,102009,85623,93204,87729,95543,86204,101033,101719,86166,99199,98023,100383,98988,99252,99672,90146,110790,97527,100167,89648,87674,94634,98961
615.1688_11.31,29283,14979,1681,7664,8698,5036,1658,2528,5427,6424,28147,7481,14259,3589,5607,13709,17939,20536,9705,5469,49605,7492,34682,22935,38310,6251,5354,23800,2661,2217,3891,44524,43572,12586,8032,1735,13306,2560,3262,1974,8609,14779,7118,7166,5195,33767,7220,3205,8705,13428,11454,5076,10357,2699,4009,9548,18834,10578,11149,72032,2640,39317,15171,22098,12620,4751,3100,2412,34201,29082,9447,41102,6987,77576,19434,1545,34924,2532
617.426_31.19,21609,11582,29719,25049,16572,10105,15767,15560,16317,7491,17864,23175,10830,19141,9917,26265,28666,26655,13613,14833,6338,13161,10822,14093,21363,17367,20444,12275,23640,18695,17890,30592,19175,4062,18363,29835,9375,14708,16528,31317,22755,16980,18284,15932,15256,18041,12908,14732,4081,11449,21368,7453,35968,14623,28614,27862,25737,16878,12061,43405,35241,7125,5491,6331,13460,2987,27924,14399,30086,17592,20279,26613,26339,13762,11495,21308,15765,24481
618.2484_17.02,11741,13824,17436,10527,15541,9644,15043,12839,12368,10814,15468,12236,21120,10436,12837,8683,11551,10058,17029,10780,23313,17235,22068,14102,11740,16534,13323,19182,8595,16928,10801,13681,15038,10516,8367,13290,19610,15119,17717,16824,14942,21040,10164,7784,12354,27774,10737,14591,8805,11702,9391,8933,16708,20721,9842,12980,18814,8239,9103,13114,10514,8481,8890,13374,15028,8830,10488,15273,11564,21137,14018,21539,29498,13665,9159,29470,10670,15759
618.2498_17.67,48556,48622,52921,36787,60484,38619,53601,48955,46029,45088,53380,42307,77254,39437,49061,36126,42940,34878,55960,18774,96161,55873,72638,54448,48715,56109,49236,63314,39083,57328,42482,51060,54310,12781,33610,42959,66740,55838,57167,64784,55480,71572,44185,31576,48708,86137,40561,55665,11683,43574,35884,40775,58738,70880,39957,50093,62809,33776,44592,49739,41881,33105,17617,49147,52964,14603,38982,52568,43282,63479,57237,67918,81867,45457,35640,83128,40837,55477
620.2656_20.18,48732,48595,62285,52063,65905,39896,91661,34200,49915,36829,66995,54451,65829,33431,57188,58606,55655,41636,45402,23740,57908,71524,56771,40537,87346,48533,53385,49539,38233,47200,68947,64630,52613,6904,49752,60735,55769,70186,51402,61016,64310,81925,63260,27514,45766,84753,31692,53561,9781,58124,33119,33163,69943,54380,49353,71198,43716,26159,40133,73332,61958,54914,18610,45861,31882,9067,45307,38027,66163,50557,64409,67119,64907,49188,47605,77357,68165,57367
622.2811_23.42,51194,74123,105167,73002,83574,67965,88285,67432,86646,63859,72750,90147,112770,57445,96051,67331,74401,51193,53797,20272,79987,80432,73588,52398,66508,71185,58781,88042,47137,73823,84006,80331,83155,18175,76518,77944,74221,83396,79691,92472,64946,95126,75394,43970,64605,102938,77955,76234,14219,65705,57425,44426,90690,89588,48666,52533,71294,31942,57750,61304,63976,60567,31775,47540,60373,19148,63237,59062,72352,69823,90599,84494,83181,84731,49340,112757,84337,73938
622.432_17.68,10066,7635,6493,3097,7684,2527,10690,4186,3470,1917,8161,3649,5405,3095,3815,4885,2584,4844,6851,2714,4317,11125,13232,3532,5956,6021,3013,15027,3192,5598,2332,4368,7171,3532,2760,6064,11756,8846,13530,1476,3460,16998,3179,990,2976,15839,1832,1504,389,2488,2880,2307,7932,6475,2295,1559,8451,725,2892,261,224,2803,429,4684,4054,353,2686,5632,2274,16781,1006,13893,44612,3552,266,32381,3645,5252
623.8406_0.62,22502,30815,32560,38755,31342,41535,28915,39852,31637,34968,29271,32079,29127,42733,34564,32533,46297,29183,29745,1911,28433,38943,33777,36578,24363,30658,33720,42128,29475,30871,32614,31866,28033,1503,35962,35943,37214,26786,38733,36573,30647,29622,34629,35643,36194,34026,33899,43515,27486,43663,31811,28708,31967,39970,41003,32184,29704,40974,42500,26492,30544,36979,3252,29972,34079,22969,28769,29799,34012,29595,41816,38832,30993,38515,30790,26741,29527,29568
632.2227_17.75,11693,11199,14472,13536,14209,10038,13605,13330,10100,9992,17072,13378,12878,10985,12282,13354,12927,9041,9387,5865,16805,14214,9420,8850,14155,10534,15250,11666,10475,10056,16692,14966,13867,3997,9466,16620,8774,15403,11948,13910,13609,11100,10721,11642,11860,10055,13915,8243,2172,8886,9494,10340,9631,9956,8008,9779,13132,6296,11964,14547,10576,14738,6222,11868,9474,2361,12720,9282,14268,14316,12974,11519,9519,14266,12461,12907,20972,9213
