Unnamed: 0,1.0,1.0.1,1.0.2,1.0.3,1.0.4,1.0.5,1.0.6,1.0.7,1.0.8,1.0.9,1.0.10,1.0.11,1.0.12,1.0.13,1.0.14,1.0.15,1.0.16,1.0.17,1.0.18,1.0.19,1.0.20,1.0.21,1.0.22,1.0.23,1.0.24,1.0.25,1.0.26,1.0.27,1.0.28,1.0.29,1.0.30,1.0.31,1.0.32,1.0.33,1.0.34,1.0.35,1.0.36,1.0.37,1.0.38,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38
1014.6391,14274.0,16772.0,19467.0,16876.0,24975.0,15809.0,25926.0,15024.0,14795.0,13937.0,17556.0,20163.0,28800.0,14174.0,17961.0,13641.0,20560.0,13572.0,15422.0,6216.0,19682.0,20151.0,21513.0,12442.0,21638.0,12442.0,17444.0,20050.0,14584.0,15968.0,19848.0,20268.0,21502.0,3775.0,18983.0,19698.0,17546.0,18861.0,18134.0,19992.0,18243.0,25756.0,24382.0,8960.0,16075.0,21720.0,16440.0,20020.0,2795.0,16780.0,11132.0,11403.0,24780.0,23624.0,11893.0,16256.0,13427.0,9441.0,13930.0,15143.0,21797.0,18288.0,5402.0,14742.0,17475.0,2006.0,20759.0,17902.0,21232.0,22306.0,24159.0,23668.0,24860.0,17537.0,16612.0,29449.0,23618.0,18557.0
102.0461,316320.0,235965.0,210644.0,239553.0,511854.0,295684.0,240802.0,342139.0,195785.0,213910.0,292385.0,212354.0,594235.0,185388.0,193138.0,353062.0,269893.0,314496.0,378559.0,165256.0,359970.0,240777.0,441274.0,185702.0,382412.0,172724.0,410026.0,234815.0,431940.0,388099.0,229239.0,297906.0,255673.0,92409.0,219557.0,270112.0,347029.0,320228.0,235391.0,420282.0,381716.0,244477.0,489389.0,188112.0,473640.0,558519.0,276465.0,348464.0,76957.0,348172.0,187900.0,246328.0,253710.0,368225.0,127260.0,426464.0,433631.0,120771.0,215965.0,491250.0,276260.0,248516.0,107508.0,384598.0,283295.0,69669.0,207039.0,205556.0,393501.0,249518.0,363560.0,241916.0,161293.0,194095.0,454655.0,530845.0,215444.0,288885.0
1020.7329,4516.0,17986.0,21642.0,29039.0,10877.0,3738.0,23787.0,19796.0,12841.0,2386.0,33377.0,4369.0,4453.0,4538.0,4458.0,3639.0,3557.0,3600.0,2678.0,2931.0,4485.0,20553.0,9791.0,20819.0,2680.0,4227.0,3746.0,121861.0,3944.0,3327.0,4569.0,3108.0,18824.0,4541.0,4032.0,38808.0,100873.0,20518.0,3297.0,3001.0,13672.0,4291.0,6204.0,2394.0,3101.0,2121.0,4723.0,3918.0,4072.0,3653.0,3007.0,2442.0,4745.0,3303.0,4643.0,4728.0,3501.0,4501.0,20897.0,7066.0,2681.0,20004.0,14035.0,2276.0,49801.0,3151.0,144561.0,3163.0,3629.0,3916.0,11317.0,2353.0,3475.0,2666.0,38099.0,67301.0,4455.0,26661.0
1026.743,2945.0,18664.0,17461.0,18318.0,9677.0,3733.0,18246.0,14761.0,12599.0,20663.0,23869.0,8285.0,18331.0,5962.0,3420.0,7690.0,4713.0,1712.0,4129.0,1867.0,4379.0,21453.0,9127.0,14999.0,10325.0,4328.0,2719.0,114043.0,7081.0,6991.0,3691.0,5172.0,20582.0,2929.0,7083.0,38762.0,98976.0,19811.0,86741.0,26538.0,11212.0,4537.0,3984.0,2743.0,9540.0,3670.0,3285.0,2714.0,4010.0,3819.0,11086.0,2604.0,5444.0,2209.0,8616.0,3318.0,2893.0,2613.0,15267.0,6978.0,2954.0,15476.0,12955.0,4087.0,34545.0,1923.0,99031.0,5033.0,2757.0,4427.0,13954.0,74728.0,6603.0,23667.0,31766.0,61017.0,22146.0,23531.0
1028.6159,18558.0,24229.0,24764.0,20935.0,27443.0,16316.0,29704.0,14848.0,19682.0,16385.0,26173.0,23093.0,27927.0,18431.0,23717.0,17732.0,20461.0,16768.0,17136.0,6335.0,17351.0,21207.0,21740.0,12719.0,25330.0,15482.0,18129.0,25894.0,14966.0,17012.0,24853.0,22625.0,24791.0,4353.0,22037.0,25244.0,20457.0,22907.0,24222.0,23192.0,18221.0,28118.0,28328.0,10712.0,20820.0,25703.0,20784.0,23504.0,8984.0,19849.0,13434.0,12078.0,24249.0,28286.0,18078.0,18203.0,17736.0,9687.0,16695.0,19984.0,23182.0,16934.0,8864.0,17486.0,19315.0,2336.0,21488.0,20012.0,20830.0,24971.0,26025.0,23844.0,24492.0,20677.0,18060.0,31321.0,23483.0,23476.0
1034.6116,4198.0,1877.0,4423.0,3100.0,2279.0,2410.0,4356.0,4549.0,2481.0,2095.0,1838.0,4524.0,2162.0,2080.0,3928.0,1753.0,2453.0,17167.0,4780.0,7733.0,2148.0,3148.0,2256.0,4275.0,3792.0,14377.0,5847.0,9416.0,4792.0,4252.0,3693.0,5186.0,3378.0,6617.0,8239.0,1577.0,5042.0,2800.0,1591.0,2730.0,1918.0,3599.0,2875.0,2905.0,3368.0,3243.0,1537.0,4480.0,3737.0,2765.0,2852.0,3114.0,3804.0,3056.0,4125.0,11571.0,11554.0,4610.0,14416.0,2890.0,2835.0,5040.0,2528.0,31144.0,4979.0,3025.0,11085.0,5100.0,3920.0,2561.0,4350.0,2901.0,5375.0,2951.0,2987.0,5374.0,3155.0,4676.0
1043.5805,149677.0,209886.0,221693.0,171854.0,219430.0,161321.0,261080.0,135911.0,187999.0,154533.0,213257.0,226971.0,229946.0,147990.0,210223.0,199187.0,180829.0,149892.0,154374.0,64257.0,125275.0,201922.0,173579.0,117017.0,196192.0,149479.0,162210.0,214529.0,116724.0,173564.0,232770.0,198207.0,211953.0,38132.0,196472.0,208037.0,170582.0,206701.0,205295.0,181256.0,146731.0,214454.0,213993.0,100802.0,186606.0,194796.0,197737.0,189205.0,24737.0,183105.0,126884.0,111572.0,209236.0,240091.0,140212.0,162982.0,175555.0,77664.0,155590.0,173962.0,185211.0,158074.0,82473.0,155804.0,183796.0,27050.0,180667.0,170822.0,184099.0,209613.0,242558.0,202666.0,220392.0,191446.0,157424.0,294286.0,239959.0,207317.0
1043.5815,12523.0,23648.0,28011.0,17408.0,25666.0,14260.0,38268.0,9981.0,19177.0,14068.0,25785.0,26521.0,18364.0,12781.0,23675.0,18383.0,19277.0,14294.0,12386.0,2295.0,8017.0,21641.0,16242.0,8199.0,18018.0,11116.0,13496.0,23886.0,7852.0,15537.0,26958.0,20838.0,24170.0,10566.0,20403.0,27290.0,15096.0,24774.0,26415.0,14440.0,12050.0,24194.0,22642.0,6895.0,14311.0,17022.0,22555.0,17723.0,6901.0,21220.0,9242.0,8276.0,26261.0,22246.0,13026.0,11736.0,14465.0,4790.0,13777.0,11605.0,18110.0,14896.0,3444.0,13337.0,20131.0,6343.0,20211.0,16704.0,20152.0,22208.0,22174.0,23447.0,28088.0,19137.0,13221.0,46342.0,32770.0,18860.0
1046.5904,48566.0,70013.0,72444.0,61443.0,78598.0,52448.0,91711.0,46694.0,63545.0,52023.0,71178.0,73192.0,79583.0,47235.0,67121.0,63635.0,61640.0,51046.0,51594.0,18078.0,54668.0,67413.0,62058.0,40658.0,70088.0,48527.0,58296.0,72932.0,41244.0,56754.0,70143.0,73741.0,73055.0,12055.0,63696.0,68573.0,60760.0,66993.0,68385.0,63872.0,51811.0,79963.0,73880.0,31479.0,62488.0,71477.0,61691.0,69899.0,6398.0,58347.0,38964.0,37301.0,72060.0,85875.0,46590.0,53209.0,57211.0,27715.0,53072.0,63868.0,61131.0,49731.0,25187.0,50937.0,63628.0,9373.0,60533.0,59374.0,61910.0,70765.0,80456.0,68800.0,73874.0,64816.0,54683.0,101507.0,75356.0,66429.0
1052.7966,166061.0,153841.0,193904.0,212831.0,174309.0,234907.0,220839.0,222675.0,235539.0,197095.0,175075.0,136549.0,216929.0,254991.0,220850.0,196074.0,222541.0,153385.0,207685.0,181836.0,193024.0,144004.0,175837.0,214206.0,206521.0,174380.0,177809.0,233658.0,197101.0,181423.0,143237.0,254334.0,233726.0,240268.0,210389.0,149346.0,182364.0,236192.0,148533.0,229037.0,196863.0,220958.0,156151.0,192669.0,262295.0,242493.0,132023.0,266882.0,182251.0,155633.0,160727.0,178706.0,222147.0,256683.0,154757.0,194879.0,176286.0,235811.0,100456.0,233501.0,195009.0,245681.0,145219.0,155888.0,187470.0,191306.0,200200.0,210763.0,152613.0,213351.0,297392.0,223995.0,192999.0,132283.0,210031.0,168129.0,108342.0,194566.0
